date,wind energy
2016-12-20,45
2016-12-21,33
2016-12-22,46
2016-12-23,40
2016-12-24,21
2016-12-25,6
2016-12-26,20
2016-12-27,33
2016-12-28,33
2016-12-29,25
2016-12-30,15
2016-12-31,14
2017-01-01,24
2017-01-02,29
2017-01-03,54
2017-01-04,46
2017-01-05,45
2017-01-06,68
2017-01-07,27
2017-01-08,40
2017-01-09,57
2017-01-10,64
2017-01-11,54
2017-01-12,77
2017-01-13,55
2017-01-14,22
2017-01-15,37
2017-01-16,56
2017-01-17,46
2017-01-18,59
2017-01-19,65
2017-01-20,64
2017-01-21,37
2017-01-22,26
2017-01-23,74
2017-01-24,63
2017-01-25,52
2017-01-26,57
2017-01-27,62
2017-01-28,29
2017-01-29,37
2017-01-30,64
2017-01-31,53
2017-02-01,40
2017-02-02,70
2017-02-03,61
2017-02-04,23
2017-02-05,35
2017-02-06,74
2017-02-07,54
2017-02-08,83
2017-02-09,70
2017-02-10,52
2017-02-11,32
2017-02-12,42
2017-02-13,61
2017-02-14,64
2017-02-15,74
2017-02-16,75
2017-02-17,49
2017-02-18,39
2017-02-19,37
2017-02-20,69
2017-02-21,77
2017-02-22,74
2017-02-23,73
2017-02-24,56
2017-02-25,46
2017-02-26,40
2017-02-27,77
2017-02-28,66
2017-03-01,62
2017-03-02,54
2017-03-03,61
2017-03-04,21
2017-03-05,31
2017-03-06,91
2017-03-07,65
2017-03-08,74
2017-03-09,50
2017-03-10,51
2017-03-11,37
2017-03-12,30
2017-03-13,72
2017-03-14,55
2017-03-15,71
2017-03-16,65
2017-03-17,48
2017-03-18,18
2017-03-19,26
2017-03-20,45
2017-03-21,86
2017-03-22,76
2017-03-23,73
2017-03-24,56
2017-03-25,28
2017-03-26,35
2017-03-27,69
2017-03-28,77
2017-03-29,73
2017-03-30,100
2017-03-31,47
2017-04-01,34
2017-04-02,47
2017-04-03,80
2017-04-04,55
2017-04-05,67
2017-04-06,65
2017-04-07,40
2017-04-08,32
2017-04-09,31
2017-04-10,59
2017-04-11,51
2017-04-12,67
2017-04-13,43
2017-04-14,42
2017-04-15,31
2017-04-16,29
2017-04-17,53
2017-04-18,64
2017-04-19,53
2017-04-20,66
2017-04-21,63
2017-04-22,35
2017-04-23,33
2017-04-24,75
2017-04-25,70
2017-04-26,71
2017-04-27,67
2017-04-28,81
2017-04-29,29
2017-04-30,52
2017-05-01,58
2017-05-02,71
2017-05-03,85
2017-05-04,68
2017-05-05,70
2017-05-06,35
2017-05-07,44
2017-05-08,72
2017-05-09,81
2017-05-10,66
2017-05-11,71
2017-05-12,87
2017-05-13,32
2017-05-14,49
2017-05-15,74
2017-05-16,75
2017-05-17,73
2017-05-18,66
2017-05-19,60
2017-05-20,26
2017-05-21,33
2017-05-22,55
2017-05-23,75
2017-05-24,75
2017-05-25,67
2017-05-26,39
2017-05-27,24
2017-05-28,25
2017-05-29,59
2017-05-30,67
2017-05-31,52
2017-06-01,52
2017-06-02,65
2017-06-03,26
2017-06-04,35
2017-06-05,55
2017-06-06,67
2017-06-07,62
2017-06-08,45
2017-06-09,44
2017-06-10,22
2017-06-11,44
2017-06-12,35
2017-06-13,52
2017-06-14,64
2017-06-15,42
2017-06-16,40
2017-06-17,26
2017-06-18,34
2017-06-19,45
2017-06-20,37
2017-06-21,47
2017-06-22,30
2017-06-23,29
2017-06-24,22
2017-06-25,28
2017-06-26,28
2017-06-27,38
2017-06-28,24
2017-06-29,46
2017-06-30,16
2017-07-01,18
2017-07-02,32
2017-07-03,28
2017-07-04,14
2017-07-05,32
2017-07-06,28
2017-07-07,30
2017-07-08,16
2017-07-09,34
2017-07-10,41
2017-07-11,39
2017-07-12,19
2017-07-13,28
2017-07-14,13
2017-07-15,16
2017-07-16,35
2017-07-17,51
2017-07-18,31
2017-07-19,38
2017-07-20,34
2017-07-21,27
2017-07-22,26
2017-07-23,22
2017-07-24,44
2017-07-25,31
2017-07-26,30
2017-07-27,41
2017-07-28,28
2017-07-29,20
2017-07-30,26
2017-07-31,36
2017-08-01,34
2017-08-02,30
2017-08-03,35
2017-08-04,43
2017-08-05,20
2017-08-06,18
2017-08-07,34
2017-08-08,40
2017-08-09,36
2017-08-10,35
2017-08-11,21
2017-08-12,19
2017-08-13,35
2017-08-14,34
2017-08-15,35
2017-08-16,37
2017-08-17,37
2017-08-18,46
2017-08-19,11
2017-08-20,34
2017-08-21,31
2017-08-22,38
2017-08-23,41
2017-08-24,29
2017-08-25,23
2017-08-26,23
2017-08-27,32
2017-08-28,46
2017-08-29,41
2017-08-30,33
2017-08-31,37
2017-09-01,33
2017-09-02,27
2017-09-03,33
2017-09-04,50
2017-09-05,39
2017-09-06,47
2017-09-07,69
2017-09-08,44
2017-09-09,28
2017-09-10,30
2017-09-11,50
2017-09-12,39
2017-09-13,45
2017-09-14,49
2017-09-15,47
2017-09-16,21
2017-09-17,50
2017-09-18,67
2017-09-19,43
2017-09-20,54
2017-09-21,53
2017-09-22,33
2017-09-23,26
2017-09-24,26
2017-09-25,43
2017-09-26,53
2017-09-27,49
2017-09-28,35
2017-09-29,36
2017-09-30,21
2017-10-01,24
2017-10-02,43
2017-10-03,62
2017-10-04,56
2017-10-05,49
2017-10-06,43
2017-10-07,30
2017-10-08,22
2017-10-09,63
2017-10-10,62
2017-10-11,55
2017-10-12,76
2017-10-13,53
2017-10-14,32
2017-10-15,35
2017-10-16,47
2017-10-17,55
2017-10-18,69
2017-10-19,71
2017-10-20,49
2017-10-21,36
2017-10-22,30
2017-10-23,64
2017-10-24,64
2017-10-25,59
2017-10-26,54
2017-10-27,44
2017-10-28,24
2017-10-29,45
2017-10-30,65
2017-10-31,75
2017-11-01,64
2017-11-02,63
2017-11-03,61
2017-11-04,36
2017-11-05,30
2017-11-06,53
2017-11-07,72
2017-11-08,58
2017-11-09,81
2017-11-10,56
2017-11-11,34
2017-11-12,30
2017-11-13,72
2017-11-14,60
2017-11-15,77
2017-11-16,100
2017-11-17,60
2017-11-18,24
2017-11-19,35
2017-11-20,43
2017-11-21,61
2017-11-22,43
2017-11-23,50
2017-11-24,37
2017-11-25,30
2017-11-26,40
2017-11-27,69
2017-11-28,78
2017-11-29,70
2017-11-30,67
2017-12-01,61
2017-12-02,25
2017-12-03,43
2017-12-04,78
2017-12-05,83
2017-12-06,67
2017-12-07,69
2017-12-08,52
2017-12-09,25
2017-12-10,52
2017-12-11,64
2017-12-12,54
2017-12-13,70
2017-12-14,54
2017-12-15,58
2017-12-16,33
2017-12-17,34
2017-12-18,71
2017-12-19,51
2017-12-20,31
2017-12-21,32
2017-12-22,21
2017-12-23,19
2017-12-24,16
2017-12-25,22
2017-12-26,21
2017-12-27,36
2017-12-28,24
2017-12-29,26
2017-12-30,22
2017-12-31,30
2018-01-01,28
2018-01-02,41
2018-01-03,32
2018-01-04,63
2018-01-05,33
2018-01-06,23
2018-01-07,38
2018-01-08,61
2018-01-09,43
2018-01-10,68
2018-01-11,58
2018-01-12,66
2018-01-13,23
2018-01-14,40
2018-01-15,44
2018-01-16,56
2018-01-17,68
2018-01-18,75
2018-01-19,66
2018-01-20,34
2018-01-21,33
2018-01-22,58
2018-01-23,72
2018-01-24,62
2018-01-25,76
2018-01-26,56
2018-01-27,23
2018-01-28,44
2018-01-29,78
2018-01-30,78
2018-01-31,95
2018-02-01,70
2018-02-02,56
2018-02-03,40
2018-02-04,37
2018-02-05,78
2018-02-06,80
2018-02-07,77
2018-02-08,74
2018-02-09,63
2018-02-10,29
2018-02-11,46
2018-02-12,71
2018-02-13,67
2018-02-14,70
2018-02-15,63
2018-02-16,48
2018-02-17,17
2018-02-18,38
2018-02-19,71
2018-02-20,86
2018-02-21,72
2018-02-22,65
2018-02-23,48
2018-02-24,33
2018-02-25,47
2018-02-26,84
2018-02-27,70
2018-02-28,86
2018-03-01,76
2018-03-02,69
2018-03-03,44
2018-03-04,47
2018-03-05,85
2018-03-06,95
2018-03-07,99
2018-03-08,69
2018-03-09,57
2018-03-10,40
2018-03-11,51
2018-03-12,72
2018-03-13,72
2018-03-14,76
2018-03-15,69
2018-03-16,49
2018-03-17,54
2018-03-18,33
2018-03-19,59
2018-03-20,87
2018-03-21,58
2018-03-22,57
2018-03-23,60
2018-03-24,36
2018-03-25,41
2018-03-26,64
2018-03-27,65
2018-03-28,79
2018-03-29,47
2018-03-30,25
2018-03-31,26
2018-04-01,37
2018-04-02,54
2018-04-03,65
2018-04-04,57
2018-04-05,63
2018-04-06,64
2018-04-07,23
2018-04-08,38
2018-04-09,67
2018-04-10,81
2018-04-11,63
2018-04-12,78
2018-04-13,64
2018-04-14,32
2018-04-15,48
2018-04-16,86
2018-04-17,63
2018-04-18,66
2018-04-19,100
2018-04-20,71
2018-04-21,48
2018-04-22,59
2018-04-23,97
2018-04-24,90
2018-04-25,88
2018-04-26,64
2018-04-27,81
2018-04-28,34
2018-04-29,42
2018-04-30,82
2018-05-01,98
2018-05-02,98
2018-05-03,97
2018-05-04,71
2018-05-05,30
2018-05-06,49
2018-05-07,90
2018-05-08,76
2018-05-09,84
2018-05-10,88
2018-05-11,60
2018-05-12,30
2018-05-13,34
2018-05-14,61
2018-05-15,76
2018-05-16,83
2018-05-17,88
2018-05-18,64
2018-05-19,34
2018-05-20,47
2018-05-21,57
2018-05-22,60
2018-05-23,85
2018-05-24,76
2018-05-25,39
2018-05-26,28
2018-05-27,37
2018-05-28,54
2018-05-29,66
2018-05-30,80
2018-05-31,58
2018-06-01,52
2018-06-02,35
2018-06-03,34
2018-06-04,55
2018-06-05,59
2018-06-06,74
2018-06-07,46
2018-06-08,46
2018-06-09,37
2018-06-10,26
2018-06-11,50
2018-06-12,47
2018-06-13,41
2018-06-14,38
2018-06-15,46
2018-06-16,30
2018-06-17,21
2018-06-18,45
2018-06-19,53
2018-06-20,49
2018-06-21,41
2018-06-22,28
2018-06-23,25
2018-06-24,10
2018-06-25,50
2018-06-26,50
2018-06-27,44
2018-06-28,33
2018-06-29,37
2018-06-30,15
2018-07-01,25
2018-07-02,43
2018-07-03,43
2018-07-04,40
2018-07-05,51
2018-07-06,31
2018-07-07,23
2018-07-08,19
2018-07-09,35
2018-07-10,44
2018-07-11,29
2018-07-12,40
2018-07-13,41
2018-07-14,35
2018-07-15,36
2018-07-16,26
2018-07-17,26
2018-07-18,57
2018-07-19,36
2018-07-20,21
2018-07-21,28
2018-07-22,35
2018-07-23,32
2018-07-24,39
2018-07-25,31
2018-07-26,35
2018-07-27,33
2018-07-28,25
2018-07-29,17
2018-07-30,46
2018-07-31,40
2018-08-01,53
2018-08-02,50
2018-08-03,46
2018-08-04,19
2018-08-05,31
2018-08-06,42
2018-08-07,43
2018-08-08,39
2018-08-09,40
2018-08-10,42
2018-08-11,19
2018-08-12,21
2018-08-13,59
2018-08-14,53
2018-08-15,34
2018-08-16,47
2018-08-17,34
2018-08-18,28
2018-08-19,43
2018-08-20,36
2018-08-21,39
2018-08-22,23
2018-08-23,41
2018-08-24,31
2018-08-25,32
2018-08-26,23
2018-08-27,40
2018-08-28,56
2018-08-29,63
2018-08-30,44
2018-08-31,45
2018-09-01,22
2018-09-02,25
2018-09-03,38
2018-09-04,32
2018-09-05,35
2018-09-06,42
2018-09-07,34
2018-09-08,29
2018-09-09,26
2018-09-10,60
2018-09-11,43
2018-09-12,58
2018-09-13,46
2018-09-14,47
2018-09-15,31
2018-09-16,35
2018-09-17,45
2018-09-18,53
2018-09-19,50
2018-09-20,38
2018-09-21,50
2018-09-22,28
2018-09-23,29
2018-09-24,48
2018-09-25,53
2018-09-26,63
2018-09-27,55
2018-09-28,45
2018-09-29,25
2018-09-30,32
2018-10-01,43
2018-10-02,44
2018-10-03,30
2018-10-04,36
2018-10-05,41
2018-10-06,17
2018-10-07,27
2018-10-08,43
2018-10-09,61
2018-10-10,38
2018-10-11,57
2018-10-12,60
2018-10-13,24
2018-10-14,33
2018-10-15,64
2018-10-16,53
2018-10-17,58
2018-10-18,58
2018-10-19,39
2018-10-20,27
2018-10-21,25
2018-10-22,53
2018-10-23,56
2018-10-24,42
2018-10-25,55
2018-10-26,59
2018-10-27,27
2018-10-28,30
2018-10-29,37
2018-10-30,47
2018-10-31,46
2018-11-01,57
2018-11-02,40
2018-11-03,21
2018-11-04,36
2018-11-05,50
2018-11-06,50
2018-11-07,63
2018-11-08,48
2018-11-09,60
2018-11-10,25
2018-11-11,32
2018-11-12,42
2018-11-13,68
2018-11-14,56
2018-11-15,51
2018-11-16,45
2018-11-17,40
2018-11-18,25
2018-11-19,54
2018-11-20,41
2018-11-21,41
2018-11-22,39
2018-11-23,36
2018-11-24,30
2018-11-25,27
2018-11-26,61
2018-11-27,67
2018-11-28,56
2018-11-29,68
2018-11-30,60
2018-12-01,29
2018-12-02,36
2018-12-03,55
2018-12-04,75
2018-12-05,63
2018-12-06,52
2018-12-07,60
2018-12-08,22
2018-12-09,34
2018-12-10,61
2018-12-11,70
2018-12-12,71
2018-12-13,57
2018-12-14,59
2018-12-15,33
2018-12-16,24
2018-12-17,40
2018-12-18,62
2018-12-19,32
2018-12-20,40
2018-12-21,24
2018-12-22,16
2018-12-23,20
2018-12-24,13
2018-12-25,14
2018-12-26,25
2018-12-27,22
2018-12-28,21
2018-12-29,13
2018-12-30,21
2018-12-31,23
2019-01-01,24
2019-01-02,30
2019-01-03,34
2019-01-04,41
2019-01-05,32
2019-01-06,31
2019-01-07,41
2019-01-08,46
2019-01-09,43
2019-01-10,50
2019-01-11,40
2019-01-12,17
2019-01-13,23
2019-01-14,48
2019-01-15,47
2019-01-16,47
2019-01-17,44
2019-01-18,31
2019-01-19,23
2019-01-20,26
2019-01-21,39
2019-01-22,53
2019-01-23,56
2019-01-24,64
2019-01-25,44
2019-01-26,17
2019-01-27,32
2019-01-28,49
2019-01-29,46
2019-01-30,55
2019-01-31,41
2019-02-01,62
2019-02-02,25
2019-02-03,34
2019-02-04,44
2019-02-05,63
2019-02-06,53
2019-02-07,58
2019-02-08,54
2019-02-09,22
2019-02-10,41
2019-02-11,55
2019-02-12,41
2019-02-13,54
2019-02-14,63
2019-02-15,28
2019-02-16,18
2019-02-17,23
2019-02-18,38
2019-02-19,50
2019-02-20,51
2019-02-21,43
2019-02-22,56
2019-02-23,35
2019-02-24,30
2019-02-25,60
2019-02-26,62
2019-02-27,69
2019-02-28,67
2019-03-01,43
2019-03-02,26
2019-03-03,26
2019-03-04,49
2019-03-05,51
2019-03-06,42
2019-03-07,59
2019-03-08,67
2019-03-09,37
2019-03-10,22
2019-03-11,59
2019-03-12,69
2019-03-13,53
2019-03-14,58
2019-03-15,48
2019-03-16,18
2019-03-17,44
2019-03-18,57
2019-03-19,53
2019-03-20,46
2019-03-21,50
2019-03-22,51
2019-03-23,14
2019-03-24,28
2019-03-25,32
2019-03-26,82
2019-03-27,67
2019-03-28,58
2019-03-29,53
2019-03-30,27
2019-03-31,39
2019-04-01,45
2019-04-02,71
2019-04-03,77
2019-04-04,100
2019-04-05,64
2019-04-06,23
2019-04-07,32
2019-04-08,51
2019-04-09,65
2019-04-10,67
2019-04-11,50
2019-04-12,48
2019-04-13,20
2019-04-14,27
2019-04-15,66
2019-04-16,54
2019-04-17,69
2019-04-18,43
2019-04-19,37
2019-04-20,24
2019-04-21,24
2019-04-22,52
2019-04-23,56
2019-04-24,70
2019-04-25,69
2019-04-26,45
2019-04-27,33
2019-04-28,27
2019-04-29,73
2019-04-30,56
2019-05-01,81
2019-05-02,90
2019-05-03,63
2019-05-04,48
2019-05-05,29
2019-05-06,90
2019-05-07,98
2019-05-08,81
2019-05-09,68
2019-05-10,74
2019-05-11,25
2019-05-12,46
2019-05-13,92
2019-05-14,84
2019-05-15,84
2019-05-16,100
2019-05-17,48
2019-05-18,37
2019-05-19,34
2019-05-20,47
2019-05-21,73
2019-05-22,67
2019-05-23,58
2019-05-24,47
2019-05-25,26
2019-05-26,32
2019-05-27,33
2019-05-28,84
2019-05-29,57
2019-05-30,60
2019-05-31,58
2019-06-01,38
2019-06-02,37
2019-06-03,47
2019-06-04,64
2019-06-05,54
2019-06-06,45
2019-06-07,36
2019-06-08,30
2019-06-09,36
2019-06-10,41
2019-06-11,59
2019-06-12,48
2019-06-13,45
2019-06-14,42
2019-06-15,32
2019-06-16,28
2019-06-17,51
2019-06-18,45
2019-06-19,48
2019-06-20,53
2019-06-21,44
2019-06-22,31
2019-06-23,38
2019-06-24,40
2019-06-25,44
2019-06-26,40
2019-06-27,38
2019-06-28,40
2019-06-29,45
2019-06-30,38
2019-07-01,45
2019-07-02,38
2019-07-03,42
2019-07-04,31
2019-07-05,24
2019-07-06,26
2019-07-07,24
2019-07-08,19
2019-07-09,41
2019-07-10,55
2019-07-11,31
2019-07-12,27
2019-07-13,18
2019-07-14,26
2019-07-15,24
2019-07-16,33
2019-07-17,21
2019-07-18,40
2019-07-19,34
2019-07-20,31
2019-07-21,21
2019-07-22,23
2019-07-23,52
2019-07-24,36
2019-07-25,46
2019-07-26,33
2019-07-27,16
2019-07-28,22
2019-07-29,25
2019-07-30,41
2019-07-31,38
2019-08-01,32
2019-08-02,30
2019-08-03,33
2019-08-04,31
2019-08-05,49
2019-08-06,34
2019-08-07,41
2019-08-08,9
2019-08-09,26
2019-08-10,27
2019-08-11,20
2019-08-12,32
2019-08-13,52
2019-08-14,65
2019-08-15,51
2019-08-16,33
2019-08-17,22
2019-08-18,26
2019-08-19,40
2019-08-20,38
2019-08-21,54
2019-08-22,31
2019-08-23,32
2019-08-24,18
2019-08-25,26
2019-08-26,66
2019-08-27,56
2019-08-28,37
2019-08-29,44
2019-08-30,42
2019-08-31,38
2019-09-01,19
2019-09-02,24
2019-09-03,62
2019-09-04,49
2019-09-05,45
2019-09-06,47
2019-09-07,27
2019-09-08,15
2019-09-09,47
2019-09-10,53
2019-09-11,58
2019-09-12,57
2019-09-13,68
2019-09-14,19
2019-09-15,40
2019-09-16,49
2019-09-17,44
2019-09-18,64
2019-09-19,62
2019-09-20,52
2019-09-21,36
2019-09-22,52
2019-09-23,59
2019-09-24,78
2019-09-25,57
2019-09-26,72
2019-09-27,48
2019-09-28,27
2019-09-29,59
2019-09-30,58
2019-10-01,53
2019-10-02,52
2019-10-03,50
2019-10-04,63
2019-10-05,32
2019-10-06,24
2019-10-07,53
2019-10-08,65
2019-10-09,55
2019-10-10,62
2019-10-11,76
2019-10-12,32
2019-10-13,48
2019-10-14,60
2019-10-15,77
2019-10-16,59
2019-10-17,88
2019-10-18,62
2019-10-19,32
2019-10-20,50
2019-10-21,77
2019-10-22,67
2019-10-23,58
2019-10-24,61
2019-10-25,47
2019-10-26,27
2019-10-27,35
2019-10-28,66
2019-10-29,60
2019-10-30,83
2019-10-31,84
2019-11-01,58
2019-11-02,26
2019-11-03,29
2019-11-04,95
2019-11-05,56
2019-11-06,65
2019-11-07,60
2019-11-08,69
2019-11-09,48
2019-11-10,46
2019-11-11,63
2019-11-12,87
2019-11-13,71
2019-11-14,74
2019-11-15,82
2019-11-16,37
2019-11-17,41
2019-11-18,75
2019-11-19,74
2019-11-20,99
2019-11-21,68
2019-11-22,61
2019-11-23,45
2019-11-24,56
2019-11-25,65
2019-11-26,67
2019-11-27,42
2019-11-28,55
2019-11-29,43
2019-11-30,26
2019-12-01,45
2019-12-02,72
2019-12-03,83
2019-12-04,72
2019-12-05,86
2019-12-06,78
2019-12-07,30
2019-12-08,30
2019-12-09,60
2019-12-10,80
2019-12-11,100
2019-12-12,95
2019-12-13,66
2019-12-14,28
2019-12-15,35
2019-12-16,73
2019-12-17,68
2019-12-18,61
2019-12-19,63
2019-12-20,41
2019-12-21,13
2019-12-22,19
2019-12-23,35
2019-12-24,38
2019-12-25,12
2019-12-26,41
2019-12-27,38
2019-12-28,30
2019-12-29,27
2019-12-30,40
2019-12-31,26
2020-01-01,25
2020-01-02,27
2020-01-03,35
2020-01-04,20
2020-01-05,33
2020-01-06,56
2020-01-07,63
2020-01-08,66
2020-01-09,61
2020-01-10,54
2020-01-11,36
2020-01-12,36
2020-01-13,50
2020-01-14,57
2020-01-15,60
2020-01-16,65
2020-01-17,48
2020-01-18,26
2020-01-19,32
2020-01-20,46
2020-01-21,67
2020-01-22,71
2020-01-23,66
2020-01-24,53
2020-01-25,28
2020-01-26,29
2020-01-27,63
2020-01-28,77
2020-01-29,70
2020-01-30,67
2020-01-31,49
2020-02-01,18
2020-02-02,29
2020-02-03,63
2020-02-04,86
2020-02-05,50
2020-02-06,64
2020-02-07,75
2020-02-08,30
2020-02-09,59
2020-02-10,58
2020-02-11,62
2020-02-12,79
2020-02-13,62
2020-02-14,53
2020-02-15,32
2020-02-16,41
2020-02-17,53
2020-02-18,67
2020-02-19,56
2020-02-20,70
2020-02-21,53
2020-02-22,37
2020-02-23,44
2020-02-24,74
2020-02-25,80
2020-02-26,78
2020-02-27,76
2020-02-28,63
2020-02-29,28
2020-03-01,34
2020-03-02,100
2020-03-03,67
2020-03-04,63
2020-03-05,58
2020-03-06,50
2020-03-07,22
2020-03-08,41
2020-03-09,71
2020-03-10,70
2020-03-11,75
2020-03-12,55
2020-03-13,43
2020-03-14,38
2020-03-15,32
2020-03-16,37
2020-03-17,35
2020-03-18,39
2020-03-19,60
2020-03-20,40
2020-03-21,20
2020-03-22,17
2020-03-23,45
2020-03-24,44
2020-03-25,60
2020-03-26,60
2020-03-27,45
2020-03-28,25
2020-03-29,22
2020-03-30,45
2020-03-31,60
2020-04-01,52
