High	0.9997606885514695
Low	0.9997858978608164
Open	0.999552941469127
Volume	-0.3185901541182133
HH	0.9968505927696579
LL	0.9967679517263509
AV	-0.3389653947128777
SMA	0.9976772473420598
SD	0.7513592127365433
WILLR	0.025849151857011306
ATR	0.8310060214067916
DMH	0.07205395206432504
DML	0.06278156991069925
EMA	0.9983575174814361
WMA	0.9963014374674911
BBHIGH	0.9961956526172101
BBLOW	0.9962038974406017
PERBHIGH	-0.21314134585831418
PERBLOW	-0.21314134585831424
TRIMA	0.9950278921070902
RSI	0.05647786749673777
DX	-0.010386004137663715
PDI	0.014968089281584836
NDI	0.012654062457584329
ADX	-0.038093590457455806
ROC	0.08995741525947627
MACD	0.421020608756901
CCI	0.041764937166247254
