date,fracking
2019-04-25,2.0
2019-04-26,2.0
2019-04-27,2.0
2019-04-28,3.0
2019-04-29,2.0
2019-04-30,3.0
2019-05-01,2.0
2019-05-02,2.0
2019-05-03,3.0
2019-05-04,3.0
2019-05-05,3.0
2019-05-06,3.0
2019-05-07,3.0
2019-05-08,4.0
2019-05-09,4.0
2019-05-10,2.0
2019-05-11,1.0
2019-05-12,1.0
2019-05-13,2.0
2019-05-14,2.0
2019-05-15,2.0
2019-05-16,2.0
2019-05-17,2.0
2019-05-18,1.0
2019-05-19,1.0
2019-05-20,1.0
2019-05-21,2.0
2019-05-22,3.0
2019-05-23,2.0
2019-05-24,1.0
2019-05-25,1.0
2019-05-26,2.0
2019-05-27,2.0
2019-05-28,1.0
2019-05-29,2.0
2019-05-30,2.0
2019-05-31,2.0
2019-06-01,2.0
2019-06-02,2.0
2019-06-03,2.0
2019-06-04,2.0
2019-06-05,2.0
2019-06-06,2.0
2019-06-07,2.0
2019-06-08,2.0
2019-06-09,1.0
2019-06-10,3.0
2019-06-11,2.0
2019-06-12,2.0
2019-06-13,2.0
2019-06-14,2.0
2019-06-15,1.0
2019-06-16,1.0
2019-06-17,2.0
2019-06-18,1.0
2019-06-19,2.0
2019-06-20,2.0
2019-06-21,1.0
2019-06-22,1.0
2019-06-23,1.0
2019-06-24,2.0
2019-06-25,2.0
2019-06-26,2.0
2019-06-27,2.0
2019-06-28,2.0
2019-08-06,1.0
2019-08-07,1.0
2019-08-08,1.0
2019-08-09,1.0
2019-08-10,1.0
2019-08-11,1.0
2019-08-12,1.0
2019-08-13,1.0
2019-08-14,1.0
2019-08-15,1.0
2019-08-16,1.0
2019-08-17,1.0
2019-08-18,1.0
2019-08-19,1.0
2019-08-20,1.0
2019-08-21,1.0
2019-08-22,1.0
2019-08-23,1.0
2019-08-24,1.0
2019-08-25,1.0
2019-08-26,2.0
2019-08-27,2.0
2019-08-28,1.0
2019-08-29,1.0
2019-08-30,1.0
2019-08-31,1.0
2019-09-01,1.0
2019-09-02,1.0
2019-09-03,1.0
2019-09-04,1.0
2019-09-05,2.0
2019-09-06,2.0
2019-09-07,1.0
2019-09-08,1.0
2019-09-09,1.0
2019-09-10,2.0
2019-09-11,3.0
2019-09-12,1.0
2019-09-13,2.0
2019-09-14,1.0
2019-09-15,1.0
2019-09-16,1.0
2019-09-17,2.0
2019-09-18,1.0
2019-09-19,1.0
2019-09-20,1.0
2019-09-21,1.0
2019-09-22,1.0
2019-09-23,1.0
2019-09-24,2.0
2019-09-25,1.0
2019-09-26,1.0
2019-09-27,1.0
2019-09-28,1.0
2019-09-29,1.0
2019-09-30,1.0
2019-10-01,1.0
2019-10-02,1.0
2019-10-03,1.0
2019-10-04,1.0
2019-10-05,1.0
2019-10-06,1.0
2019-10-07,1.0
2019-10-08,1.0
2019-10-09,1.0
2019-10-10,1.0
2019-10-11,1.0
2019-10-12,1.0
2019-10-13,1.0
2019-10-14,1.0
2019-10-15,1.0
2019-10-16,1.0
2019-10-17,1.0
2019-10-18,1.0
2019-10-19,1.0
2019-10-20,1.0
2019-10-21,1.0
2019-10-22,1.0
2019-10-23,2.0
2019-10-24,1.0
2019-10-25,1.0
2019-10-26,1.0
2019-10-27,1.0
2019-10-28,1.0
2019-10-29,1.0
2019-10-30,1.0
2019-10-31,1.0
2019-11-01,1.0
2019-11-02,8.0
2019-11-03,2.0
2019-11-04,2.0
2019-11-05,1.0
2019-11-06,2.0
2019-11-07,1.0
2019-11-08,1.0
2019-11-09,1.0
2019-11-10,1.0
2019-11-11,1.0
2019-11-12,2.0
2019-11-13,1.0
2019-11-14,1.0
2019-11-15,1.0
2019-11-16,1.0
2019-11-17,1.0
2019-11-18,1.0
2019-11-19,1.0
2019-11-20,1.0
2019-11-21,2.0
2019-11-22,2.0
2019-11-23,0.0
2019-11-24,1.0
2019-11-25,1.0
2019-11-26,1.0
2019-11-27,1.0
2019-11-28,1.0
2019-11-29,1.0
2019-11-30,1.0
2019-12-01,1.0
2019-12-02,1.0
2019-12-03,1.0
2019-12-04,1.0
2019-12-05,1.0
2019-12-06,1.0
2019-12-07,1.0
2019-12-08,1.0
2019-12-09,1.0
2019-12-10,1.0
2019-12-11,1.0
2019-12-12,1.0
2019-12-13,1.0
2019-12-14,1.0
2019-12-15,0.0
2019-12-16,1.0
2019-12-17,1.0
2019-12-18,1.0
2019-12-19,1.0
2019-12-20,1.0
2019-12-21,1.0
2019-12-22,0.0
2019-12-23,1.0
2019-12-24,1.0
2019-12-25,1.0
2019-12-26,1.0
2019-12-27,1.0
2019-12-28,1.0
2019-12-29,1.0
2019-12-30,0.0
2019-12-31,1.0
2020-01-01,1.0
2020-01-02,1.0
2020-01-03,1.0
2020-01-04,1.0
2020-01-05,1.0
2020-01-06,1.0
2020-01-07,2.0
2020-01-08,2.0
2020-01-09,2.0
2020-01-10,1.0
2020-01-11,1.0
2020-01-12,1.0
2020-01-13,1.0
2020-01-14,2.0
2020-02-22,1.0
2020-02-23,1.0
2020-02-24,1.0
2020-02-25,1.0
2020-02-26,0.0
2020-02-27,1.0
2020-02-28,1.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,1.0
2020-03-03,1.0
2020-03-04,1.0
2020-03-05,1.0
2020-03-06,1.0
2020-03-07,1.0
2020-03-08,1.0
2020-03-09,1.0
2020-03-10,1.0
2020-03-11,1.0
2020-03-12,1.0
2020-03-13,1.0
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,2.0
2020-03-17,1.0
2020-03-18,1.0
2020-03-19,1.0
2020-03-20,0.0
2020-03-21,1.0
2020-03-22,1.0
2020-03-23,0.0
2020-03-24,1.0
2020-03-25,1.0
2020-03-26,1.0
2020-03-27,1.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,1.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,0.0
2020-04-03,1.0
2020-04-04,0.0
2020-04-05,1.0
2020-04-06,1.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,1.0
2020-04-10,1.0
2020-04-11,0.0
2020-04-12,1.0
2020-04-13,1.0
2020-04-14,1.0
2020-04-15,1.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,1.0
2020-04-20,1.0
2020-04-21,1.0
2020-04-22,1.0
2020-04-23,0.0
2020-04-24,1.0
2020-04-25,1.0
2020-04-26,0.0
2020-04-27,1.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,1.0
2020-05-02,1.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,1.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,0.0
2020-05-12,1.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-16,0.0
2020-05-17,0.0
2020-05-18,0.0
2020-05-19,1.0
2020-05-20,1.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-23,0.0
2020-05-24,1.0
2020-05-25,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,1.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,1.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,1.0
2020-07-31,0.0
2020-08-01,0.0
2020-09-09,1.0
2020-09-10,2.0
2020-09-11,1.0
2020-09-12,1.0
2020-09-13,1.0
2020-09-14,1.0
2020-09-15,1.0
2020-09-16,1.0
2020-09-17,1.0
2020-09-18,3.0
2020-09-19,1.0
2020-09-20,1.0
2020-09-21,1.0
2020-09-22,2.0
2020-09-23,2.0
2020-09-24,1.0
2020-09-25,1.0
2020-09-26,1.0
2020-09-27,1.0
2020-09-28,1.0
2020-09-29,1.0
2020-09-30,3.0
2020-10-01,1.0
2020-10-02,1.0
2020-10-03,1.0
2020-10-04,1.0
2020-10-05,1.0
2020-10-06,2.0
2020-10-07,2.0
2020-10-08,100.0
2020-10-09,15.0
2020-10-10,7.0
2020-10-11,7.0
2020-10-12,5.0
2020-10-13,4.0
2020-10-14,3.0
2020-10-15,2.0
2020-10-16,9.0
2020-10-17,2.0
2020-10-18,2.0
2020-10-19,2.0
2020-10-20,2.0
2020-10-21,5.0
2020-10-22,2.0
2020-10-23,83.0
2020-10-24,17.0
2020-10-25,12.0
2020-10-26,10.0
2020-10-27,8.0
2020-10-28,5.0
2020-10-29,4.0
2020-10-30,3.0
2020-10-31,4.0
2020-11-01,6.0
2020-11-02,8.0
2020-11-03,8.0
2020-11-04,8.0
2020-11-05,4.0
2020-11-06,3.0
2020-11-07,4.0
2020-11-08,3.0
2020-11-09,3.0
2020-11-10,3.0
2020-11-11,2.0
2020-11-12,2.0
2020-11-13,2.0
2020-11-14,1.0
2020-11-15,1.0
2020-11-16,2.0
2020-11-17,1.0
2020-11-18,1.0
2020-11-19,1.0
2020-11-20,1.0
2020-11-21,1.0
2020-11-22,1.0
2020-11-23,1.0
2020-11-24,1.0
2020-11-25,1.0
2020-11-26,1.0
2020-11-27,1.0
2020-11-28,1.0
2020-11-29,1.0
2020-11-30,1.0
2020-12-01,1.0
2020-12-02,1.0
2020-12-03,1.0
2020-12-04,1.0
2020-12-05,1.0
2020-12-06,1.0
2020-12-07,1.0
2020-12-08,1.0
2020-12-09,1.0
2020-12-10,1.0
2020-12-11,1.0
2020-12-12,1.0
2020-12-13,1.0
2020-12-14,1.0
2020-12-15,1.0
2020-12-16,1.0
2020-12-17,1.0
2020-12-18,1.0
2020-12-19,1.0
2020-12-20,1.0
2020-12-21,1.0
2020-12-22,0.0
2020-12-23,1.0
2020-12-24,1.0
2020-12-25,0.0
2020-12-26,1.0
2020-12-27,0.0
2020-12-28,1.0
2020-12-29,1.0
2020-12-30,1.0
2020-12-31,1.0
2021-01-01,1.0
2021-01-02,1.0
2021-01-03,1.0
2021-01-04,1.0
2021-01-05,1.0
2021-01-06,1.0
2021-01-07,1.0
2021-01-08,1.0
2021-01-09,1.0
2021-01-10,1.0
2021-01-11,1.0
2021-01-12,1.0
2021-01-13,1.0
2021-01-14,1.0
2021-01-15,1.0
2021-01-16,1.0
2021-01-17,1.0
2021-01-18,1.0
2021-01-19,1.0
2021-01-20,1.0
2021-01-21,4.0
2021-01-22,5.0
2021-01-23,6.0
2021-01-24,4.0
2021-01-25,4.0
2021-01-26,2.0
2021-01-27,4.0
2021-01-28,3.0
2021-01-29,2.0
2021-01-30,2.0
2021-01-31,2.0
2021-02-01,1.0
2021-02-02,1.0
2021-02-03,1.0
2021-02-04,1.0
2021-02-05,1.0
2021-02-06,1.0
2021-02-07,1.0
2021-02-08,1.0
2021-02-09,1.0
2021-02-10,1.0
2021-02-11,1.0
2021-02-12,1.0
2021-02-13,1.0
2021-02-14,1.0
2021-02-15,1.0
2021-02-16,1.0
2021-02-17,1.0
2021-02-18,1.0
2021-02-19,1.0
2021-02-20,1.0
2021-02-21,1.0
2021-02-22,1.0
2021-02-23,1.0
2021-02-24,1.0
2021-02-25,1.0
2021-02-26,1.0
2021-02-27,1.0
2021-02-28,1.0
2021-03-01,1.0
2021-03-02,1.0
2021-03-03,1.0
2021-03-04,1.0
2021-03-05,1.0
2021-03-06,1.0
2021-03-07,1.0
2021-03-08,1.0
2021-03-09,1.0
2021-03-10,1.0
2021-03-11,1.0
2021-03-12,1.0
2021-03-13,1.0
2021-03-14,1.0
2021-03-15,1.0
2021-03-16,1.0
2021-03-17,1.0
2021-03-18,1.0
2021-03-19,1.0
2021-03-20,1.0
2021-03-21,1.0
2021-03-22,1.0
2021-03-23,1.0
2021-03-24,1.0
2021-03-25,1.0
2021-03-26,1.0
